# Sweep #00077	3:58:58 PM 1/16/2018
# DAQ: PCI-6221; 16 bits; Timebase 80MHz; Max ADC 250kHz, ETS 20MHz
# Resolutions: Src ADC 0.0uV; Resp ADC 0.0uV
# Max ADC V: Src 0.0V; Resp 0.0V; Repeat 3; Settle 0.080sec
# Waveform Sampling: 25.0 cycles @ 7.5 samples/cycle; no preaveraging
# Signal Generator: Agilent Technologies 33220A Waveform Generator
# Generator:        	                    	                    	Input:              	                    	                    	                    	Response:           	                    	                    	                    
# Freq (Hz)         	Amplitude (V)       	Offset (V)          	Amplitude (V)       	sig Amplitude       	Phase (deg)         	sig Phase           	Amplitude (V)       	sig Amplitude       	Phase (deg)         	sig Phase           
6870.437            	0.05000000          	0.000000            	0.04991993          	0.00001199900       	-1.974848           	0.08865539          	0.06186612          	0.00004178093       	-2.144861           	0.2665360           
6904.647            	0.2500000           	0.000000            	0.2496664           	0.00003361868       	-2.300122           	0.006388376         	0.3102788           	0.00004850873       	-2.352373           	0.01724260          
7209.564            	0.05000000          	0.000000            	0.04994660          	0.000008923036      	-2.144941           	0.03590259          	0.06339271          	0.00001782546       	-2.340794           	0.03407980          
7214.610            	0.2500000           	0.000000            	0.2496299           	0.00002352674       	-2.455315           	0.02899252          	0.3173476           	0.00006732709       	-2.574379           	0.01293247          
7538.488            	0.2500000           	0.000000            	0.2496576           	0.00002344292       	-2.633020           	0.01124696          	0.3254498           	0.00001438426       	-2.730624           	0.003290560         
7565.430            	0.05000000          	0.000000            	0.04992710          	0.00002262350       	-2.355233           	0.1680408           	0.06524265          	0.00001638437       	-2.633877           	0.08926682          
7876.906            	0.2500000           	0.000000            	0.2495955           	0.00001856146       	-2.834172           	0.02504419          	0.3348063           	0.000008359429      	-2.972274           	0.04189318          
7938.861            	0.05000000          	0.000000            	0.04991428          	0.00001819143       	-2.770504           	0.1650186           	0.06728425          	0.00005094140       	-3.046403           	0.1459747           
8230.516            	0.2500000           	0.000000            	0.2495771           	0.000001654408      	-3.017807           	0.03899786          	0.3456164           	0.00005972747       	-3.174217           	0.03366218          
8330.725            	0.05000000          	0.000000            	0.04992335          	0.00002704810       	-2.865409           	0.1224344           	0.06975444          	0.00002139939       	-3.056596           	0.07781120          
8600.000            	0.2500000           	0.000000            	0.2495930           	0.00003530017       	-3.308706           	0.01271547          	0.3581977           	0.0001066009        	-3.529518           	0.03867276          
8741.932            	0.05000000          	0.000000            	0.04993501          	0.00005306534       	-3.122840           	0.1289722           	0.07266824          	0.00007152596       	-3.355318           	0.1662616           
9173.436            	0.05000000          	0.000000            	0.04991186          	0.00001426194       	-3.403575           	0.05114908          	0.07623900          	0.00001284334       	-3.610645           	0.1138437           
9626.239            	0.05000000          	0.000000            	0.04989941          	0.000009025728      	-3.804568           	0.1764555           	0.08049271          	0.00004118299       	-3.843572           	0.05680753          
10000.00            	0.05000000          	0.000000            	0.04988184          	0.00003471342       	-4.087991           	0.08217882          	0.08463939          	0.00005414200       	-4.277165           	0.05435714          
10101.39            	0.05000000          	0.000000            	0.04985087          	0.00002537314       	-4.136093           	0.1568586           	0.08571136          	0.00005335857       	-4.332754           	0.1200990           
10204.08            	0.05000000          	0.000000            	0.04989019          	0.00001952626       	-4.337271           	0.07916388          	0.08700559          	0.00001107517       	-4.663355           	0.04632176          
10408.16            	0.05000000          	0.000000            	0.04986642          	0.00001067525       	-4.459187           	0.06505132          	0.08972149          	0.00002719518       	-4.857634           	0.03987183          
10600.00            	0.05000000          	0.000000            	0.04986554          	0.00001411699       	-4.707261           	0.05398040          	0.09253821          	0.00006714213       	-5.101177           	0.09938656          
10612.24            	0.05000000          	0.000000            	0.04981909          	0.00002641381       	-4.699249           	0.1053761           	0.09263095          	0.00001746093       	-4.957854           	0.03257198          
10816.33            	0.05000000          	0.000000            	0.04980070          	0.00001543935       	-5.063205           	0.1437398           	0.09585769          	0.00002697905       	-5.115594           	0.1328405           
11020.41            	0.05000000          	0.000000            	0.04979838          	0.000003142201      	-5.279308           	0.1317604           	0.09930363          	0.00005040702       	-5.549684           	0.06469505          
11224.49            	0.05000000          	0.000000            	0.04981774          	0.00004637377       	-5.366951           	0.1046866           	0.1030930           	0.00003603619       	-5.959453           	0.04539186          
11428.57            	0.05000000          	0.000000            	0.04978129          	0.00002909559       	-5.792773           	0.03836754          	0.1072902           	0.00002153447       	-6.144950           	0.08823747          
11632.65            	0.05000000          	0.000000            	0.04974531          	0.00001422469       	-6.175240           	0.03763406          	0.1119448           	0.00002114131       	-6.439711           	0.007208330         
11836.73            	0.05000000          	0.000000            	0.04968873          	0.00002336047       	-6.297909           	0.1015765           	0.1170541           	0.00006877543       	-6.945438           	0.01524036          
12040.82            	0.05000000          	0.000000            	0.04967621          	0.00001962604       	-6.744250           	0.005536084         	0.1227244           	0.00002123610       	-7.335217           	0.05459783          
12244.90            	0.05000000          	0.000000            	0.04964181          	0.000008839920      	-7.163558           	0.02517131          	0.1291696           	0.00007340870       	-7.830329           	0.04727555          
12448.98            	0.05000000          	0.000000            	0.04961294          	0.00001366716       	-7.543722           	0.01348567          	0.1364101           	0.00007785632       	-8.488628           	0.04990200          
12653.06            	0.05000000          	0.000000            	0.04956141          	0.00002666747       	-8.139075           	0.1066257           	0.1446331           	0.00002058589       	-8.929972           	0.02321209          
12857.14            	0.05000000          	0.000000            	0.04947800          	0.000002456362      	-8.817299           	0.06493373          	0.1541199           	0.00001685577       	-9.715145           	0.05983407          
13061.22            	0.05000000          	0.000000            	0.04939309          	0.00004267937       	-9.507870           	0.06226889          	0.1650294           	0.00002033442       	-10.30143           	0.04063229          
13265.31            	0.05000000          	0.000000            	0.04922776          	0.00002483490       	-10.30783           	0.06116332          	0.1777962           	0.00008103864       	-11.33284           	0.02006497          
13469.39            	0.05000000          	0.000000            	0.04911015          	0.00002880138       	-11.04408           	0.05850863          	0.1929920           	0.00003012839       	-12.27058           	0.03892994          
13673.47            	0.05000000          	0.000000            	0.04887584          	0.00001418889       	-12.32956           	0.05214222          	0.2110458           	0.00001208495       	-13.66365           	0.02912907          
13877.55            	0.05000000          	0.000000            	0.04855768          	0.00003098691       	-13.65602           	0.04113988          	0.2331781           	0.00002234604       	-15.07765           	0.04255373          
14081.63            	0.05000000          	0.000000            	0.04812896          	0.00004121785       	-15.21689           	0.1262186           	0.2607196           	0.0001126621        	-17.06511           	0.04756511          
14285.71            	0.05000000          	0.000000            	0.04752381          	0.00002910923       	-17.41618           	0.1215628           	0.2957097           	0.00003628508       	-19.64033           	0.04298681          
14489.80            	0.05000000          	0.000000            	0.04664137          	0.000005306694      	-20.21056           	0.09430917          	0.3415061           	0.00003697947       	-22.73020           	0.01273986          
14693.88            	0.05000000          	0.000000            	0.04509476          	0.000008011773      	-24.22316           	0.01648588          	0.4029747           	0.00004463834       	-27.32896           	0.05198618          
14897.96            	0.05000000          	0.000000            	0.04239745          	0.00003555471       	-29.71086           	0.1989594           	0.4876933           	0.00001654425       	-33.87739           	0.03228454          
14897.96            	0.05000000          	0.000000            	0.04238660          	0.00001762329       	-29.67781           	0.1271007           	0.4876527           	0.00002946770       	-33.89180           	0.009399968         
14927.11            	0.05000000          	0.000000            	0.04186259          	0.00002647969       	-30.75793           	0.04292471          	0.5022367           	0.00002344538       	-35.05086           	0.07485420          
14956.27            	0.05000000          	0.000000            	0.04124864          	0.00002896254       	-31.44717           	0.04666395          	0.5174650           	0.000008844945      	-36.27737           	0.05858210          
14985.42            	0.05000000          	0.000000            	0.04063098          	0.00001912692       	-32.82876           	0.06634289          	0.5335349           	0.000004877773      	-37.60654           	0.04088055          
15014.58            	0.05000000          	0.000000            	0.03983761          	0.00003466990       	-33.81403           	0.09043695          	0.5501061           	0.000008544281      	-39.02997           	0.006819425         
15043.73            	0.05000000          	0.000000            	0.03911415          	0.00001505035       	-35.10328           	0.09783568          	0.5675922           	0.00008294520       	-40.53789           	0.05570351          
15072.89            	0.05000000          	0.000000            	0.03822210          	0.00002813084       	-36.34642           	0.06636457          	0.5858301           	0.00004279787       	-42.12150           	0.07449553          
15102.04            	0.05000000          	0.000000            	0.03729508          	0.00001510129       	-37.82516           	0.1151529           	0.6046329           	0.00004519191       	-43.86502           	0.005538439         
15102.04            	0.05000000          	0.000000            	0.03723290          	0.00001406476       	-37.70697           	0.2158165           	0.6047122           	0.00005195815       	-43.94431           	0.02708296          
15131.20            	0.05000000          	0.000000            	0.03620472          	0.00003042946       	-39.35384           	0.06316221          	0.6241649           	0.00004064972       	-45.65494           	0.04379734          
15160.35            	0.05000000          	0.000000            	0.03500870          	0.000005569317      	-40.51977           	0.02572526          	0.6444234           	0.00003338524       	-47.68292           	0.05588646          
15189.50            	0.05000000          	0.000000            	0.03373020          	0.00007413896       	-42.17446           	0.2699388           	0.6651648           	0.00008259484       	-49.77633           	0.01979525          
15218.66            	0.05000000          	0.000000            	0.03229578          	0.00004445905       	-43.57484           	0.2244424           	0.6862152           	0.0001238116        	-51.96388           	0.06976192          
15247.81            	0.05000000          	0.000000            	0.03077261          	0.00008514978       	-45.11052           	0.2192190           	0.7078546           	0.00008636963       	-54.29801           	0.02863114          
15276.97            	0.05000000          	0.000000            	0.02900032          	0.0000007041458     	-47.19072           	0.08145582          	0.7292916           	0.000002729226      	-56.85013           	0.04054053          
15306.12            	0.05000000          	0.000000            	0.02710286          	0.000004531909      	-48.44206           	0.1272005           	0.7506672           	0.00001194970       	-59.56388           	0.03702395          
15306.12            	0.05000000          	0.000000            	0.02709625          	0.00001274782       	-48.40595           	0.1382188           	0.7506090           	0.00001166140       	-59.55318           	0.05486802          
15335.28            	0.05000000          	0.000000            	0.02504742          	0.000005357486      	-50.16741           	0.2043491           	0.7713972           	0.00001776112       	-62.35245           	0.05384817          
15335.28            	0.05000000          	0.000000            	0.02504413          	0.00001459810       	-50.20478           	0.1618257           	0.7714168           	0.000005275992      	-62.29686           	0.03152706          
15345.99            	0.05000000          	0.000000            	0.02425995          	0.000001569240      	-50.99199           	0.1682338           	0.7788618           	0.000008892957      	-63.52988           	0.03071584          
15356.70            	0.05000000          	0.000000            	0.02343233          	0.000002060957      	-51.26529           	0.2542906           	0.7861408           	0.00004431844       	-64.61158           	0.07192356          
